sku;model;grupa proizvoda;naziv;kratki opis;dugi opis;proizvoðaè;cijena;popust (koeficjent, npr. 0.1);zaliha;novo (da/ne);akcija (da/ne);najprodavaniji (da/ne);vrijeme dostave (dana);redoslijed (0,1,2...);besplatna dostava (da/ne);best buy (da/ne);wifi (da/ne);širina (cm);visina (cm);dubina (cm);snaga (W);boja;energetski razred;ne propustite priliku (da/ne);insert (bioetanol/elektrièni)
MAL24;Malibu;Zidni kamini;Aflamo Malibu 24;Aflamo MALIBU 24 elektrièni kamin sa LED tehnologijom plamena dostupan je u crnoj ili bijeloj boji sa velikim zaobljenim okvirom. Za dodatni efekt ložište je ukrašeno kristalima i dekorativnim drvcima. Aflamo MALIBU ima grijaè sa dvije razine grijanja – 750W i 1500W, digitalni termostat 18°C - 30°C, tjedni tajmer za podešavanje vremena ukljuèivanja / iskljuèivanja i temperature u tjednom naèinu rada, a zahvaljujuæi brojnim postavkama boje plamena i osvjetljenja možete stvoriti atmosferu prema trenutnom raspoloženju, 3 boje plamena, 5 postavki osvjetljenja za postizanje željenog ugoðaja, efekt plamena radi neovisno od funkcije grijanja, zaštita od pregrijavanja, težina 9kg, jamstvo 2 godine.;Aflamo MALIBU 24 -inèni elektrièni kamin sa dokazano uèinkovitom LED tehnologijom plamena. Impresivni zaobljeni stakleni panel ovog modernog elektriènog kamina predstavlja centralnu toèku svake prostorije. Podešavanje brojnih postavki izvodite ruèno ili pomoæu daljinskog upravljaèa. Uživajte u Aflamo Malibu 24 elektriènom kaminu tijekom cijele godine, bez obzira na godišnje doba. Opcija grijanja i efekt plamena su potpuno neovisni jedno od drugog. To znaèi da možete uživati u efektu plamena bez topline tijekom toplijih mjeseci, efektu plamena sa opcijom grijanja tijekom zime ili èak samo grijanje bez efekta plamena (savršen za spavaæe sobe ili mjesta gdje nije poželjna rasvjeta). Ovaj elektrièni kamin sa grijaèem jaèine 750W - 1500W i integriranim ventilatorom može dogrijavati dobro izolirane prostorije velièine do 30m2. Aflamo Malibu 24 elektrièni kamin dolazi u dvije boje po izboru, crna ili bijela te nudi brzu i jednostavnu zidnu montažu. Ovaj elektrièni kamin je pravi izbor za sve one koji traže savršenu jednostavnost izgleda, korištenja i montaže, dovoljna vam je samo utiènica na mjestu postavljanja za uživanje u ugoðaju koju nudi ovaj elektrièni kamin.;Aflamo;2.099.00 kn;;;;;;;;DA;;ne;60;47;16;750-1500;crna;;;
MAL24WH;Malibu;Zidni kamini;Aflamo Malibu 24 Bijeli;Aflamo MALIBU 24 elektrièni kamin sa LED tehnologijom plamena dostupan je u crnoj ili bijeloj boji sa velikim zaobljenim okvirom. Za dodatni efekt ložište je ukrašeno kristalima i dekorativnim drvcima. Aflamo MALIBU ima grijaè sa dvije razine grijanja – 750W i 1500W, digitalni termostat 18°C - 30°C, tjedni tajmer za podešavanje vremena ukljuèivanja / iskljuèivanja i temperature u tjednom naèinu rada, a zahvaljujuæi brojnim postavkama boje plamena i osvjetljenja možete stvoriti atmosferu prema trenutnom raspoloženju, 3 boje plamena, 5 postavki osvjetljenja za postizanje željenog ugoðaja, efekt plamena radi neovisno od funkcije grijanja, zaštita od pregrijavanja, težina 9kg, jamstvo 2 godine.;Aflamo MALIBU 24 -inèni elektrièni kamin sa dokazano uèinkovitom LED tehnologijom plamena. Impresivni zaobljeni stakleni panel ovog modernog elektriènog kamina predstavlja centralnu toèku svake prostorije. Podešavanje brojnih postavki izvodite ruèno ili pomoæu daljinskog upravljaèa. Uživajte u Aflamo Malibu 24 elektriènom kaminu tijekom cijele godine, bez obzira na godišnje doba. Opcija grijanja i efekt plamena su potpuno neovisni jedno od drugog. To znaèi da možete uživati u efektu plamena bez topline tijekom toplijih mjeseci, efektu plamena sa opcijom grijanja tijekom zime ili èak samo grijanje bez efekta plamena (savršen za spavaæe sobe ili mjesta gdje nije poželjna rasvjeta). Ovaj elektrièni kamin sa grijaèem jaèine 750W - 1500W i integriranim ventilatorom može dogrijavati dobro izolirane prostorije velièine do 30m2. Aflamo Malibu 24 elektrièni kamin dolazi u dvije boje po izboru, crna ili bijela te nudi brzu i jednostavnu zidnu montažu. Ovaj elektrièni kamin je pravi izbor za sve one koji traže savršenu jednostavnost izgleda, korištenja i montaže, dovoljna vam je samo utiènica na mjestu postavljanja za uživanje u ugoðaju koju nudi ovaj elektrièni kamin.;Aflamo;2.499.00 kn;;;;;;;;DA;;ne;60;47;16;750-1500;bijela;;;
MAL26;Malibu;Zidni kamini;Aflamo Malibu 26;Aflamo MALIBU 26 elektrièni kamin sa LED tehnologijom plamena dostupan je u crnoj ili bijeloj boji sa velikim zaobljenim okvirom. Za dodatni efekt ložište je ukrašeno kristalima i dekorativnim drvcima. Aflamo MALIBU ima grijaè sa dvije razine grijanja – 750W i 1500W, digitalni termostat 18°C - 30°C, tjedni tajmer za podešavanje vremena ukljuèivanja / iskljuèivanja i temperature u tjednom naèinu rada, a zahvaljujuæi brojnim postavkama boje plamena i osvjetljenja možete stvoriti atmosferu prema trenutnom raspoloženju, 3 boje plamena, 5 postavki osvjetljenja za postizanje željenog ugoðaja, efekt plamena radi neovisno od funkcije grijanja, zaštita od pregrijavanja, težina 12kg, jamstvo 2 godine.;Aflamo MALIBU 26 -inèni elektrièni kamin sa dokazano uèinkovitom LED tehnologijom plamena. Impresivni zaobljeni stakleni panel ovog modernog elektriènog kamina predstavlja centralnu toèku svake prostorije. Podešavanje brojnih postavki izvodite ruèno ili pomoæu daljinskog upravljaèa. Uživajte u Aflamo Malibu 26 elektriènom kaminu tijekom cijele godine, bez obzira na godišnje doba. Opcija grijanja i efekt plamena su potpuno neovisni jedno od drugog. To znaèi da možete uživati u efektu plamena bez topline tijekom toplijih mjeseci, efektu plamena sa opcijom grijanja tijekom zime ili èak samo grijanje bez efekta plamena (savršen za spavaæe sobe ili mjesta gdje nije poželjna rasvjeta). Ovaj elektrièni kamin sa grijaèem jaèine 750W - 1500W i integriranim ventilatorom može dogrijavati dobro izolirane prostorije velièine do 30m2. Aflamo Malibu 26 elektrièni kamin dolazi u dvije boje po izboru, crna ili bijela te nudi brzu i jednostavnu zidnu montažu. Ovaj elektrièni kamin je pravi izbor za sve one koji traže savršenu jednostavnost izgleda, korištenja i montaže, dovoljna vam je samo utiènica na mjestu postavljanja za uživanje u ugoðaju koju nudi ovaj elektrièni kamin.;Aflamo;2.299.00 kn;;;;;;;;DA;;ne;65;52;14;750-1500;crna;;;
MAL26WH;Malibu;Zidni kamini;Aflamo Malibu 26 Bijeli;Aflamo MALIBU 26 elektrièni kamin sa LED tehnologijom plamena dostupan je u crnoj ili bijeloj boji sa velikim zaobljenim okvirom. Za dodatni efekt ložište je ukrašeno kristalima i dekorativnim drvcima. Aflamo MALIBU ima grijaè sa dvije razine grijanja – 750W i 1500W, digitalni termostat 18°C - 30°C, tjedni tajmer za podešavanje vremena ukljuèivanja / iskljuèivanja i temperature u tjednom naèinu rada, a zahvaljujuæi brojnim postavkama boje plamena i osvjetljenja možete stvoriti atmosferu prema trenutnom raspoloženju, 3 boje plamena, 5 postavki osvjetljenja za postizanje željenog ugoðaja, efekt plamena radi neovisno od funkcije grijanja, zaštita od pregrijavanja, težina 12kg, jamstvo 2 godine.;Aflamo MALIBU 26 -inèni elektrièni kamin sa dokazano uèinkovitom LED tehnologijom plamena. Impresivni zaobljeni stakleni panel ovog modernog elektriènog kamina predstavlja centralnu toèku svake prostorije. Podešavanje brojnih postavki izvodite ruèno ili pomoæu daljinskog upravljaèa. Uživajte u Aflamo Malibu 26 elektriènom kaminu tijekom cijele godine, bez obzira na godišnje doba. Opcija grijanja i efekt plamena su potpuno neovisni jedno od drugog. To znaèi da možete uživati u efektu plamena bez topline tijekom toplijih mjeseci, efektu plamena sa opcijom grijanja tijekom zime ili èak samo grijanje bez efekta plamena (savršen za spavaæe sobe ili mjesta gdje nije poželjna rasvjeta). Ovaj elektrièni kamin sa grijaèem jaèine 750W - 1500W i integriranim ventilatorom može dogrijavati dobro izolirane prostorije velièine do 30m2. Aflamo Malibu 26 elektrièni kamin dolazi u dvije boje po izboru, crna ili bijela te nudi brzu i jednostavnu zidnu montažu. Ovaj elektrièni kamin je pravi izbor za sve one koji traže savršenu jednostavnost izgleda, korištenja i montaže, dovoljna vam je samo utiènica na mjestu postavljanja za uživanje u ugoðaju koju nudi ovaj elektrièni kamin.;Aflamo;2.699.00 kn;;;;;;;;DA;;ne;65;52;14;750-1500;bijela;;;
MAL36;Malibu;Zidni kamini;Aflamo Malibu 36;Aflamo MALIBU 36 elektrièni kamin sa LED tehnologijom plamena dostupan je u crnoj ili bijeloj boji sa velikim zaobljenim okvirom. Za dodatni efekt ložište je ukrašeno kristalima i dekorativnim drvcima. Aflamo MALIBU ima grijaè sa dvije razine grijanja – 750W i 1500W, digitalni termostat 18°C - 30°C, tjedni tajmer za podešavanje vremena ukljuèivanja / iskljuèivanja i temperature u tjednom naèinu rada, a zahvaljujuæi brojnim postavkama boje plamena i osvjetljenja možete stvoriti atmosferu prema trenutnom raspoloženju, 3 boje plamena, 5 postavki osvjetljenja za postizanje željenog ugoðaja, efekt plamena radi neovisno od funkcije grijanja, zaštita od pregrijavanja, težina 14kg, jamstvo 2 godine.;Aflamo MALIBU 36 -inèni elektrièni kamin sa dokazano uèinkovitom LED tehnologijom plamena. Impresivni zaobljeni stakleni panel ovog modernog elektriènog kamina predstavlja centralnu toèku svake prostorije. Podešavanje brojnih postavki izvodite ruèno ili pomoæu daljinskog upravljaèa. Uživajte u Aflamo Malibu 36 elektriènom kaminu tijekom cijele godine, bez obzira na godišnje doba. Opcija grijanja i efekt plamena su potpuno neovisni jedno od drugog. To znaèi da možete uživati u efektu plamena bez topline tijekom toplijih mjeseci, efektu plamena sa opcijom grijanja tijekom zime ili èak samo grijanje bez efekta plamena (savršen za spavaæe sobe ili mjesta gdje nije poželjna rasvjeta). Ovaj elektrièni kamin sa grijaèem jaèine 750W - 1500W i integriranim ventilatorom može dogrijavati dobro izolirane prostorije velièine do 30m2. Aflamo Malibu 36 elektrièni kamin dolazi u dvije boje po izboru, crna ili bijela te nudi brzu i jednostavnu zidnu montažu. Ovaj elektrièni kamin je pravi izbor za sve one koji traže savršenu jednostavnost izgleda, korištenja i montaže, dovoljna vam je samo utiènica na mjestu postavljanja za uživanje u ugoðaju koju nudi ovaj elektrièni kamin.;Aflamo;2.899.00 kn;;;;;;;;DA;;ne;90;45;16;750-1500;crna;;;
MAL36WH;Malibu;Zidni kamini;Aflamo Malibu 36 Bijeli;Aflamo MALIBU 36 elektrièni kamin sa LED tehnologijom plamena dostupan je u crnoj ili bijeloj boji sa velikim zaobljenim okvirom. Za dodatni efekt ložište je ukrašeno kristalima i dekorativnim drvcima. Aflamo MALIBU ima grijaè sa dvije razine grijanja – 750W i 1500W, digitalni termostat 18°C - 30°C, tjedni tajmer za podešavanje vremena ukljuèivanja / iskljuèivanja i temperature u tjednom naèinu rada, a zahvaljujuæi brojnim postavkama boje plamena i osvjetljenja možete stvoriti atmosferu prema trenutnom raspoloženju, 3 boje plamena, 5 postavki osvjetljenja za postizanje željenog ugoðaja, efekt plamena radi neovisno od funkcije grijanja, zaštita od pregrijavanja, težina 14kg, jamstvo 2 godine.;Aflamo MALIBU 36 -inèni elektrièni kamin sa dokazano uèinkovitom LED tehnologijom plamena. Impresivni zaobljeni stakleni panel ovog modernog elektriènog kamina predstavlja centralnu toèku svake prostorije. Podešavanje brojnih postavki izvodite ruèno ili pomoæu daljinskog upravljaèa. Uživajte u Aflamo Malibu 36 elektriènom kaminu tijekom cijele godine, bez obzira na godišnje doba. Opcija grijanja i efekt plamena su potpuno neovisni jedno od drugog. To znaèi da možete uživati u efektu plamena bez topline tijekom toplijih mjeseci, efektu plamena sa opcijom grijanja tijekom zime ili èak samo grijanje bez efekta plamena (savršen za spavaæe sobe ili mjesta gdje nije poželjna rasvjeta). Ovaj elektrièni kamin sa grijaèem jaèine 750W - 1500W i integriranim ventilatorom može dogrijavati dobro izolirane prostorije velièine do 30m2. Aflamo Malibu 36 elektrièni kamin dolazi u dvije boje po izboru, crna ili bijela te nudi brzu i jednostavnu zidnu montažu. Ovaj elektrièni kamin je pravi izbor za sve one koji traže savršenu jednostavnost izgleda, korištenja i montaže, dovoljna vam je samo utiènica na mjestu postavljanja za uživanje u ugoðaju koju nudi ovaj elektrièni kamin.;Aflamo;3.099.00 kn;;;;;;;;DA;;ne;90;45;16;750-1500;bijela;;;
MAL48;Malibu;Zidni kamini;Aflamo Malibu 48;Aflamo MALIBU 48 elektrièni kamin sa LED tehnologijom plamena dostupan je u crnoj ili bijeloj boji sa velikim zaobljenim okvirom. Za dodatni efekt ložište je ukrašeno kristalima i dekorativnim drvcima. Aflamo MALIBU ima grijaè sa dvije razine grijanja – 750W i 1500W, digitalni termostat 18°C - 30°C, tjedni tajmer za podešavanje vremena ukljuèivanja / iskljuèivanja i temperature u tjednom naèinu rada, a zahvaljujuæi brojnim postavkama boje plamena i osvjetljenja možete stvoriti atmosferu prema trenutnom raspoloženju, 3 boje plamena, 5 postavki osvjetljenja za postizanje željenog ugoðaja, efekt plamena radi neovisno od funkcije grijanja, zaštita od pregrijavanja, težina 25kg, jamstvo 2 godine.;Aflamo MALIBU 48 -inèni elektrièni kamin sa dokazano uèinkovitom LED tehnologijom plamena. Impresivni zaobljeni stakleni panel ovog modernog elektriènog kamina predstavlja centralnu toèku svake prostorije. Podešavanje brojnih postavki izvodite ruèno ili pomoæu daljinskog upravljaèa. Uživajte u Aflamo Malibu 48 elektriènom kaminu tijekom cijele godine, bez obzira na godišnje doba. Opcija grijanja i efekt plamena su potpuno neovisni jedno od drugog. To znaèi da možete uživati u efektu plamena bez topline tijekom toplijih mjeseci, efektu plamena sa opcijom grijanja tijekom zime ili èak samo grijanje bez efekta plamena (savršen za spavaæe sobe ili mjesta gdje nije poželjna rasvjeta). Ovaj elektrièni kamin sa grijaèem jaèine 750W - 1500W i integriranim ventilatorom može dogrijavati dobro izolirane prostorije velièine do 30m2. Aflamo Malibu 48 elektrièni kamin dolazi u dvije boje po izboru, crna ili bijela te nudi brzu i jednostavnu zidnu montažu. Ovaj elektrièni kamin je pravi izbor za sve one koji traže savršenu jednostavnost izgleda, korištenja i montaže, dovoljna vam je samo utiènica na mjestu postavljanja za uživanje u ugoðaju koju nudi ovaj elektrièni kamin.;Aflamo;4.499.00 kn;;;;;;;;DA;;ne;122;49;16;750-1500;crna;;;
MAL48WH;Malibu;Zidni kamini;Aflamo Malibu 48 Bijeli;Aflamo MALIBU 48 elektrièni kamin sa LED tehnologijom plamena dostupan je u crnoj ili bijeloj boji sa velikim zaobljenim okvirom. Za dodatni efekt ložište je ukrašeno kristalima i dekorativnim drvcima. Aflamo MALIBU ima grijaè sa dvije razine grijanja – 750W i 1500W, digitalni termostat 18°C - 30°C, tjedni tajmer za podešavanje vremena ukljuèivanja / iskljuèivanja i temperature u tjednom naèinu rada, a zahvaljujuæi brojnim postavkama boje plamena i osvjetljenja možete stvoriti atmosferu prema trenutnom raspoloženju, 3 boje plamena, 5 postavki osvjetljenja za postizanje željenog ugoðaja, efekt plamena radi neovisno od funkcije grijanja, zaštita od pregrijavanja, težina 25kg, jamstvo 2 godine.;Aflamo MALIBU 48 -inèni elektrièni kamin sa dokazano uèinkovitom LED tehnologijom plamena. Impresivni zaobljeni stakleni panel ovog modernog elektriènog kamina predstavlja centralnu toèku svake prostorije. Podešavanje brojnih postavki izvodite ruèno ili pomoæu daljinskog upravljaèa. Uživajte u Aflamo Malibu 48 elektriènom kaminu tijekom cijele godine, bez obzira na godišnje doba. Opcija grijanja i efekt plamena su potpuno neovisni jedno od drugog. To znaèi da možete uživati u efektu plamena bez topline tijekom toplijih mjeseci, efektu plamena sa opcijom grijanja tijekom zime ili èak samo grijanje bez efekta plamena (savršen za spavaæe sobe ili mjesta gdje nije poželjna rasvjeta). Ovaj elektrièni kamin sa grijaèem jaèine 750W - 1500W i integriranim ventilatorom može dogrijavati dobro izolirane prostorije velièine do 30m2. Aflamo Malibu 48 elektrièni kamin dolazi u dvije boje po izboru, crna ili bijela te nudi brzu i jednostavnu zidnu montažu. Ovaj elektrièni kamin je pravi izbor za sve one koji traže savršenu jednostavnost izgleda, korištenja i montaže, dovoljna vam je samo utiènica na mjestu postavljanja za uživanje u ugoðaju koju nudi ovaj elektrièni kamin.;Aflamo;4.799.00 kn;;;;;;;;DA;;ne;122;49;16;750-1500;bijela;;;
MOD;Modena;Zidni kamini;Aflamo Modena;Aflamo MODENA elektrièni kamin sa LED tehnologijom plamena dostupan je u crnoj ili bijeloj boji okvira. Za dodatni efekt ložište je ukrašeno kristalima i dekorativnim drvcima, ovaj model ima staklo sa 3 strane kako bi se postigao široki pogled na plamen.  MODENA ima grijaè sa dvije razine grijanja – 750W i 1500W, digitalni termostat 20°C - 30°C, a zahvaljujuæi brojnim postavkama boje plamena i osvjetljenja možete stvoriti atmosferu prema trenutnom raspoloženju, 3 boje plamena, 4 postavki osvjetljenja za postizanje željenog ugoðaja, efekt plamena radi neovisno od funkcije grijanja, zaštita od pregrijavanja, težina 31kg, jamstvo 2 godine.;Aflamo MODENA elektrièni kamin sa dokazano uèinkovitom LED tehnologijom plamena. Impresivni izgled ovog modernog elektriènog kamina sa staklom na tri strane predstavlja centralnu toèku svake prostorije. Integrirani LED zaslon lako prikazuje podešavanje temperature, tajmer mirovanja i druge znaèajke dok ih podešavate ruèno ili pomoæu daljinskog upravljaèa. Uživajte u Aflamo Modena elektriènom kaminu tijekom cijele godine, bez obzira na godišnje doba. Opcija grijanja i efekt plamena su potpuno neovisni jedno od drugog. To znaèi da možete uživati u efektu plamena bez topline tijekom toplijih mjeseci, efektu plamena sa opcijom grijanja tijekom zime ili èak samo grijanje bez efekta plamena (savršen za spavaæe sobe ili mjesta gdje nije poželjna rasvjeta). Ovaj elektrièni kamin sa grijaèem jaèine 750W - 1500W i integriranim ventilatorom može dogrijavati dobro izolirane prostorije velièine do 30m2. Aflamo Modena elektrièni kamin dolazi u dvije boje po izboru, crna ili bijela te nudi brzu i jednostavnu zidnu montažu. Ovaj elektrièni kamin je pravi izbor za sve one koji traže nešto više od obiènog izgleda. Za uživanje u spektakularnom ugoðaju koju nudi ovaj elektrièni kamin sa staklom na tri strane dovoljna vam je samo utiènica i osnovno znanje montaže. ;Aflamo;7.199.00 kn;;;;;;;;DA;;ne;127;52;18;750-1500;crna;;;
MODWH;Modena;Zidni kamini;Aflamo Modena Bijeli;Aflamo MODENA elektrièni kamin sa LED tehnologijom plamena dostupan je u crnoj ili bijeloj boji okvira. Za dodatni efekt ložište je ukrašeno kristalima i dekorativnim drvcima, ovaj model ima staklo sa 3 strane kako bi se postigao široki pogled na plamen.  MODENA ima grijaè sa dvije razine grijanja – 750W i 1500W, digitalni termostat 20°C - 30°C, a zahvaljujuæi brojnim postavkama boje plamena i osvjetljenja možete stvoriti atmosferu prema trenutnom raspoloženju, 3 boje plamena, 4 postavki osvjetljenja za postizanje željenog ugoðaja, efekt plamena radi neovisno od funkcije grijanja, zaštita od pregrijavanja, težina 31kg, jamstvo 2 godine.;Aflamo MODENA elektrièni kamin sa dokazano uèinkovitom LED tehnologijom plamena. Impresivni izgled ovog modernog elektriènog kamina sa staklom na tri strane predstavlja centralnu toèku svake prostorije. Integrirani LED zaslon lako prikazuje podešavanje temperature, tajmer mirovanja i druge znaèajke dok ih podešavate ruèno ili pomoæu daljinskog upravljaèa. Uživajte u Aflamo Modena elektriènom kaminu tijekom cijele godine, bez obzira na godišnje doba. Opcija grijanja i efekt plamena su potpuno neovisni jedno od drugog. To znaèi da možete uživati u efektu plamena bez topline tijekom toplijih mjeseci, efektu plamena sa opcijom grijanja tijekom zime ili èak samo grijanje bez efekta plamena (savršen za spavaæe sobe ili mjesta gdje nije poželjna rasvjeta). Ovaj elektrièni kamin sa grijaèem jaèine 750W - 1500W i integriranim ventilatorom može dogrijavati dobro izolirane prostorije velièine do 30m2. Aflamo Modena elektrièni kamin dolazi u dvije boje po izboru, crna ili bijela te nudi brzu i jednostavnu zidnu montažu. Ovaj elektrièni kamin je pravi izbor za sve one koji traže nešto više od obiènog izgleda. Za uživanje u spektakularnom ugoðaju koju nudi ovaj elektrièni kamin sa staklom na tri strane dovoljna vam je samo utiènica i osnovno znanje montaže. ;Aflamo;7.199.00 kn;;;;;;;;DA;;ne;127;52;18;750-1500;bijela;;;
PRIS92;Pride S;Ugradbeni kamini/Zidni kamin;Aflamo Pride S92;Aflamo Pride S92 elektrièni kamin sa LED tehnologijom plamena. Za dodatni efekt ložište je ukrašeno kristalima, dekorativnim drvcima i kamenim oblutcima. Serija PRIDE nema funkciju grijanja te je stoga trenutno najtanji ugradbeni kamin na tržištu svega 12,8cm, odlikuje ga velika visina plamena u 3 boje i 4 brzine plamena, 4 postavki svjetline plamena, 10 boja ložišta, dolazi sa kristalima, drvima od pleksiglasa i kamenèiæima, težina 18kg, jamstvo 2 godine.;Aflamo PRIDE S92 je nova generacija kamina sa trenutno najmanjom moguæom ugradbenom dubinom kamina na tržištu, a sve radi zadovoljenja brojnih estetskih zahtjeva i potreba za maksimalnim iskorištenjem prostora u novo projektiranim objektima. Dubina kamina je svega 12.8 cm. Serija PRIDE S ima ultra tanki okvir oko stakla kamina i ono najvažnije, uvažavajuæi zahtjeve pojedinih kupaca koji kamin žele koristiti iskljuèivo u dekorativne svrhe, dakle bez grijanja, serija PRIDE je proizvedena bez grijaèa. Zbog te karakteristike serija PRIDE S ima pristupaèniju cijenu u odnosu na druge modele elektriènih kamina iz naše ponude. PRIDE S je dostupan u više dimenzija širine: 92, 115, 127, 153, 165, 183 cm. Kamin se jednostavno i brzo montira – u setu dolazi zidni nosaè koji se lako prièvrsti na zid, a takoðer ga je moguæe ugraditi u zid od knaufa ili integrirati u namještaj (iverica, MDF i sl). Moguæe je biranje izmeðu 3 boje plamena: naranèasta (efekt kamina na drvo), plava (efekt kamina na plin), kombinacija naranèasta/plava (efekt kamina na bioetanol) Plamen je moguæe podesiti u 4 nivoa osvjetljenja, kao i u jednu od èetiri brzine plamena. Boje ognjišta je moguæe prilagoditi po želji. Dekor ognjišta može biti drvo, kamen ili kristali. Sve tri opcije dolaze u setu sa kaminom što omoguæuje brojne kombinacije i postavke ognjišta. Nije potrebna dodatna ventilacija. Ne trebate provjetravati sobu. Ne morate otvarati prozor i slušati vanjsku buku. Efekt plamena bez grijanja omoguæava vam da kamin koristite tokom cijele godine, èak i u vruæim danima. Uživajte u vatri kad god poželite.;Aflamo;3.890.00 kn;;;;;;;;DA;;ne;91.5;42;12.8;;crna;;;
PRIS115;Pride S;Ugradbeni kamini/Zidni kamin;Aflamo Pride S115;Aflamo Pride S115 elektrièni kamin sa LED tehnologijom plamena. Za dodatni efekt ložište je ukrašeno kristalima, dekorativnim drvcima i kamenim oblutcima. Serija PRIDE nema funkciju grijanja te je stoga trenutno najtanji ugradbeni kamin na tržištu svega 12,8cm, odlikuje ga velika visina plamena u 3 boje i 4 brzine plamena, 4 postavki svjetline plamena, 10 boja ložišta, dolazi sa kristalima, drvima od pleksiglasa i kamenèiæima, težina 22kg, jamstvo 2 godine.;Aflamo PRIDE S115 je nova generacija kamina sa trenutno najmanjom moguæom ugradbenom dubinom kamina na tržištu, a sve radi zadovoljenja brojnih estetskih zahtjeva i potreba za maksimalnim iskorištenjem prostora u novo projektiranim objektima. Dubina kamina je svega 12.8 cm. Serija PRIDE S ima ultra tanki okvir oko stakla kamina i ono najvažnije, uvažavajuæi zahtjeve pojedinih kupaca koji kamin žele koristiti iskljuèivo u dekorativne svrhe, dakle bez grijanja, serija PRIDE je proizvedena bez grijaèa. Zbog te karakteristike serija PRIDE S ima pristupaèniju cijenu u odnosu na druge modele elektriènih kamina iz naše ponude. PRIDE S je dostupan u više dimenzija širine: 92, 115, 127, 153, 165, 183 cm. Kamin se jednostavno i brzo montira – u setu dolazi zidni nosaè koji se lako prièvrsti na zid, a takoðer ga je moguæe ugraditi u zid od knaufa ili integrirati u namještaj (iverica, MDF i sl). Moguæe je biranje izmeðu 3 boje plamena: naranèasta (efekt kamina na drvo), plava (efekt kamina na plin), kombinacija naranèasta/plava (efekt kamina na bioetanol) Plamen je moguæe podesiti u 4 nivoa osvjetljenja, kao i u jednu od èetiri brzine plamena. Boje ognjišta je moguæe prilagoditi po želji. Dekor ognjišta može biti drvo, kamen ili kristali. Sve tri opcije dolaze u setu sa kaminom što omoguæuje brojne kombinacije i postavke ognjišta. Nije potrebna dodatna ventilacija. Ne trebate provjetravati sobu. Ne morate otvarati prozor i slušati vanjsku buku. Efekt plamena bez grijanja omoguæava vam da kamin koristite tokom cijele godine, èak i u vruæim danima. Uživajte u vatri kad god poželite.;Aflamo;4.459.00 kn;;;;;;;;DA;;ne;114.3;42;12.8;;crna;;;
PRIS127;Pride S;Ugradbeni kamini/Zidni kamin;Aflamo Pride S127;Aflamo Pride S127 elektrièni kamin sa LED tehnologijom plamena. Za dodatni efekt ložište je ukrašeno kristalima, dekorativnim drvcima i kamenim oblutcima. Serija PRIDE nema funkciju grijanja te je stoga trenutno najtanji ugradbeni kamin na tržištu svega 12,8cm, odlikuje ga velika visina plamena u 3 boje i 4 brzine plamena, 4 postavki svjetline plamena, 10 boja ložišta, dolazi sa kristalima, drvima od pleksiglasa i kamenèiæima, težina 26kg, jamstvo 2 godine.;Aflamo PRIDE S127 je nova generacija kamina sa trenutno najmanjom moguæom ugradbenom dubinom kamina na tržištu, a sve radi zadovoljenja brojnih estetskih zahtjeva i potreba za maksimalnim iskorištenjem prostora u novo projektiranim objektima. Dubina kamina je svega 12.8 cm. Serija PRIDE S ima ultra tanki okvir oko stakla kamina i ono najvažnije, uvažavajuæi zahtjeve pojedinih kupaca koji kamin žele koristiti iskljuèivo u dekorativne svrhe, dakle bez grijanja, serija PRIDE je proizvedena bez grijaèa. Zbog te karakteristike serija PRIDE S ima pristupaèniju cijenu u odnosu na druge modele elektriènih kamina iz naše ponude. PRIDE S je dostupan u više dimenzija širine: 92, 115, 127, 153, 165, 183 cm. Kamin se jednostavno i brzo montira – u setu dolazi zidni nosaè koji se lako prièvrsti na zid, a takoðer ga je moguæe ugraditi u zid od knaufa ili integrirati u namještaj (iverica, MDF i sl). Moguæe je biranje izmeðu 3 boje plamena: naranèasta (efekt kamina na drvo), plava (efekt kamina na plin), kombinacija naranèasta/plava (efekt kamina na bioetanol) Plamen je moguæe podesiti u 4 nivoa osvjetljenja, kao i u jednu od èetiri brzine plamena. Boje ognjišta je moguæe prilagoditi po želji. Dekor ognjišta može biti drvo, kamen ili kristali. Sve tri opcije dolaze u setu sa kaminom što omoguæuje brojne kombinacije i postavke ognjišta. Nije potrebna dodatna ventilacija. Ne trebate provjetravati sobu. Ne morate otvarati prozor i slušati vanjsku buku. Efekt plamena bez grijanja omoguæava vam da kamin koristite tokom cijele godine, èak i u vruæim danima. Uživajte u vatri kad god poželite.;Aflamo;4.990.00 kn;;;;;;;;DA;;ne;127;42;12.8;;crna;;;
